coid,zdate
2712,2019-07-08
2712,2019-08-08
2712,2019-09-10
2712,2019-10-08
2712,2019-11-08
2712,2019-12-09
2712,2020-01-09
2712,2020-02-15
2712,2020-03-10
2712,2020-04-09
2707,2019-01-10
2707,2019-02-14
2707,2019-03-08
2707,2019-04-10
2707,2019-05-10
2707,2019-06-10
2707,2019-07-10
2707,2019-08-09
2707,2019-09-09
2707,2019-10-09
2707,2019-11-08
2707,2019-12-10
2707,2020-01-10
2707,2020-02-10
2707,2020-03-10
2707,2020-04-10
2706,2019-01-10
2706,2019-02-14
2706,2019-03-11
2706,2019-04-10
2706,2019-05-10
2706,2019-06-10
2706,2019-07-10
2706,2019-08-08
2706,2019-09-09
2706,2019-10-14
2706,2019-11-11
2706,2019-12-10
2706,2020-01-10
2706,2020-02-10
2706,2020-03-10
2706,2020-04-10
2705,2019-01-10
2705,2019-02-15
2705,2019-03-08
2705,2019-04-10
2705,2019-05-08
2705,2019-06-10
2705,2019-07-10
2705,2019-08-10
2705,2019-09-10
2705,2019-10-09
2705,2019-11-08
2705,2019-12-10
2705,2020-01-10
2705,2020-02-07
2705,2020-03-10
2705,2020-04-09
2704,2019-01-10
2704,2019-02-15
2704,2019-03-08
2704,2019-04-10
2704,2019-05-10
2704,2019-06-10
2704,2019-07-10
2704,2019-08-12
2704,2019-09-10
2704,2019-10-08
2704,2019-11-08
2704,2019-12-10
2704,2020-01-10
2704,2020-02-10
2704,2020-03-10
2704,2020-04-10
2702,2019-01-07
2702,2019-02-12
2702,2019-03-05
2702,2019-04-04
2702,2019-05-10
2702,2019-06-07
2702,2019-07-03
2702,2019-08-06
2702,2019-09-06
2702,2019-10-07
2702,2019-11-06
2702,2019-12-06
2702,2020-01-07
2702,2020-02-07
2702,2020-03-06
2702,2020-04-10
2701,2019-01-04
2701,2019-02-12
2701,2019-03-07
2701,2019-04-08
2701,2019-05-06
2701,2019-06-05
2701,2019-07-05
2701,2019-08-07
2701,2019-09-05
2701,2019-10-04
2701,2019-11-06
2701,2019-12-04
2701,2020-01-07
2701,2020-02-06
2701,2020-03-05
2701,2020-04-08
2642,2019-01-08
2642,2019-02-13
2642,2019-03-06
2642,2019-04-08
2642,2019-05-08
2642,2019-06-06
2642,2019-07-08
2642,2019-08-08
2642,2019-09-09
2642,2019-10-08
2642,2019-11-07
2642,2019-12-05
2642,2020-01-09
2642,2020-02-10
2642,2020-03-06
2642,2020-04-09
2636,2019-01-09
2636,2019-02-15
2636,2019-03-08
2636,2019-04-10
2636,2019-05-10
2636,2019-06-10
2636,2019-07-09
2636,2019-08-12
2636,2019-09-10
2636,2019-10-09
2636,2019-11-08
2636,2019-12-10
2636,2020-01-10
2636,2020-02-14
2636,2020-03-09
2636,2020-04-10
2634,2019-01-08
2634,2019-02-13
2634,2019-03-07
2634,2019-04-09
2634,2019-05-07
2634,2019-06-06
2634,2019-07-08
2634,2019-08-07
2634,2019-09-06
2634,2019-10-07
2634,2019-11-07
2634,2019-12-10
2634,2020-01-09
2634,2020-02-07
2634,2020-03-09
2634,2020-04-09
2633,2019-01-04
2633,2019-02-13
2633,2019-03-05
2633,2019-04-03
2633,2019-05-03
2633,2019-06-05
2633,2019-07-05
2633,2019-08-05
2633,2019-09-05
2633,2019-10-05
2633,2019-11-05
2633,2019-12-05
2633,2020-01-06
2633,2020-02-05
2633,2020-03-05
2633,2020-04-07
2630,2019-01-04
2630,2019-02-12
2630,2019-03-07
2630,2019-04-08
2630,2019-05-08
2630,2019-06-06
2630,2019-07-08
2630,2019-08-07
2630,2019-09-06
2630,2019-10-07
2630,2019-11-07
2630,2019-12-06
2630,2020-01-08
2630,2020-02-07
2630,2020-03-06
2630,2020-04-08
2618,2019-01-10
2618,2019-02-15
2618,2019-03-08
2618,2019-04-10
2618,2019-05-10
2618,2019-06-10
2618,2019-07-10
2618,2019-08-09
2618,2019-09-10
2618,2019-10-09
2618,2019-11-08
2618,2019-12-10
2618,2020-01-10
2618,2020-02-10
2618,2020-03-10
2618,2020-04-10
2617,2019-01-09
2617,2019-02-15
2617,2019-03-11
2617,2019-04-10
2617,2019-05-10
2617,2019-06-10
2617,2019-07-09
2617,2019-08-08
2617,2019-09-10
2617,2019-10-08
2617,2019-11-11
2617,2019-12-09
2617,2020-01-08
2617,2020-02-10
2617,2020-03-09
2617,2020-04-10
2616,2019-01-09
2616,2019-02-15
2616,2019-03-08
2616,2019-04-09
2616,2019-05-10
2616,2019-06-06
2616,2019-07-09
2616,2019-08-08
2616,2019-09-05
2616,2019-10-05
2616,2019-11-08
2616,2019-12-09
2616,2020-01-10
2616,2020-02-10
2616,2020-03-06
2616,2020-04-08
2615,2019-01-10
2615,2019-02-15
2615,2019-03-11
2615,2019-04-10
2615,2019-05-10
2615,2019-06-10
2615,2019-07-10
2615,2019-08-12
2615,2019-09-10
2615,2019-10-14
2615,2019-11-11
2615,2019-12-10
2615,2020-01-10
2615,2020-02-14
2615,2020-03-10
2615,2020-04-10
2614,2019-01-10
2614,2019-02-15
2614,2019-03-11
2614,2019-04-10
2614,2019-05-10
2614,2019-06-10
2614,2019-07-10
2614,2019-08-12
2614,2019-09-10
2614,2019-10-14
2614,2019-11-11
2614,2019-12-10
2614,2020-01-10
2614,2020-02-10
2614,2020-03-10
2614,2020-04-10
2613,2019-01-08
2613,2019-02-15
2613,2019-03-08
2613,2019-04-09
2613,2019-05-10
2613,2019-06-10
2613,2019-07-08
2613,2019-08-08
2613,2019-09-09
2613,2019-10-09
2613,2019-11-08
2613,2019-12-09
2613,2020-01-10
2613,2020-02-10
2613,2020-03-10
2613,2020-04-10
2612,2019-01-09
2612,2019-02-15
2612,2019-03-08
2612,2019-04-09
2612,2019-05-09
2612,2019-06-10
2612,2019-07-09
2612,2019-08-08
2612,2019-09-09
2612,2019-10-08
2612,2019-11-08
2612,2019-12-09
2612,2020-01-09
2612,2020-02-10
2612,2020-03-09
2612,2020-04-09
2611,2019-01-10
2611,2019-02-15
2611,2019-03-11
2611,2019-04-10
2611,2019-05-10
2611,2019-06-10
2611,2019-07-10
2611,2019-08-12
2611,2019-09-10
2611,2019-10-14
2611,2019-11-11
2611,2019-12-10
2611,2020-01-10
2611,2020-02-10
2611,2020-03-10
2611,2020-04-10
2610,2019-01-10
2610,2019-02-15
2610,2019-03-11
2610,2019-04-10
2610,2019-05-10
2610,2019-06-10
2610,2019-07-10
2610,2019-08-12
2610,2019-09-10
2610,2019-10-14
2610,2019-11-11
2610,2019-12-10
2610,2020-01-10
2610,2020-02-14
2610,2020-03-10
2610,2020-04-10
2609,2019-01-10
2609,2019-02-15
2609,2019-03-11
2609,2019-04-10
2609,2019-05-10
2609,2019-06-10
2609,2019-07-10
2609,2019-08-12
2609,2019-09-10
2609,2019-10-14
2609,2019-11-11
2609,2019-12-10
2609,2020-01-10
2609,2020-02-14
2609,2020-03-10
2609,2020-04-10
2608,2019-01-10
2608,2019-02-15
2608,2019-03-11
2608,2019-04-10
2608,2019-05-10
2608,2019-06-10
2608,2019-07-10
2608,2019-08-12
2608,2019-09-10
2608,2019-10-09
2608,2019-11-11
2608,2019-12-10
2608,2020-01-10
2608,2020-02-10
2608,2020-03-10
2608,2020-04-10
2607,2019-01-10
2607,2019-02-15
2607,2019-03-08
2607,2019-04-10
2607,2019-05-10
2607,2019-06-10
2607,2019-07-10
2607,2019-08-12
2607,2019-09-10
2607,2019-10-09
2607,2019-11-08
2607,2019-12-10
2607,2020-01-10
2607,2020-02-10
2607,2020-03-10
2607,2020-04-10
2606,2019-01-09
2606,2019-02-14
2606,2019-03-08
2606,2019-04-10
2606,2019-05-09
2606,2019-06-06
2606,2019-07-05
2606,2019-08-07
2606,2019-09-09
2606,2019-10-07
2606,2019-11-08
2606,2019-12-09
2606,2020-01-09
2606,2020-02-07
2606,2020-03-09
2606,2020-04-09
2605,2019-01-10
2605,2019-02-15
2605,2019-03-08
2605,2019-04-09
2605,2019-05-09
2605,2019-06-10
2605,2019-07-10
2605,2019-08-08
2605,2019-09-09
2605,2019-10-09
2605,2019-11-08
2605,2019-12-09
2605,2020-01-10
2605,2020-02-10
2605,2020-03-10
2605,2020-04-10
2603,2019-01-10
2603,2019-02-15
2603,2019-03-08
2603,2019-04-10
2603,2019-05-10
2603,2019-06-10
2603,2019-07-10
2603,2019-08-12
2603,2019-09-10
2603,2019-10-09
2603,2019-11-08
2603,2019-12-10
2603,2020-01-10
2603,2020-02-10
2603,2020-03-10
2603,2020-04-10
2601,2019-01-10
2601,2019-02-15
2601,2019-03-11
2601,2019-04-10
2601,2019-05-10
2601,2019-06-10
2601,2019-07-10
2601,2019-08-12
2601,2019-09-10
2601,2019-10-09
2601,2019-11-11
2601,2019-12-10
2601,2020-01-10
2601,2020-02-14
2601,2020-03-10
2601,2020-04-10
2597,2019-01-10
2597,2019-02-15
2597,2019-03-08
2597,2019-04-10
2597,2019-05-10
2597,2019-06-10
2597,2019-07-10
2597,2019-08-12
2597,2019-09-09
2597,2019-10-09
2597,2019-11-08
2597,2019-12-10
2597,2020-01-10
2597,2020-02-13
2597,2020-03-10
2597,2020-04-10
2548,2019-01-07
2548,2019-02-12
2548,2019-03-08
2548,2019-04-08
2548,2019-05-06
2548,2019-06-06
2548,2019-07-03
2548,2019-08-08
2548,2019-09-04
2548,2019-10-03
2548,2019-11-05
2548,2019-12-06
2548,2020-01-07
2548,2020-02-04
2548,2020-03-04
2548,2020-04-07
2547,2019-01-10
2547,2019-02-15
2547,2019-03-11
2547,2019-04-10
2547,2019-05-10
2547,2019-06-10
2547,2019-07-10
2547,2019-08-12
2547,2019-09-10
2547,2019-10-09
2547,2019-11-11
2547,2019-12-10
2547,2020-01-10
2547,2020-02-10
2547,2020-03-10
2547,2020-04-10
2546,2019-01-10
2546,2019-02-15
2546,2019-03-08
2546,2019-04-10
2546,2019-05-10
2546,2019-06-06
2546,2019-07-10
2546,2019-08-08
2546,2019-09-10
2546,2019-10-09
2546,2019-11-08
2546,2019-12-10
2546,2020-01-10
2546,2020-02-10
2546,2020-03-10
2546,2020-04-10
2545,2019-01-10
2545,2019-02-15
2545,2019-03-08
2545,2019-04-10
2545,2019-05-10
2545,2019-06-10
2545,2019-07-10
2545,2019-08-08
2545,2019-09-10
2545,2019-10-09
2545,2019-11-08
2545,2019-12-10
2545,2020-01-10
2545,2020-02-10
2545,2020-03-10
2545,2020-04-10
2543,2019-01-10
2543,2019-02-15
2543,2019-03-11
2543,2019-04-10
2543,2019-05-10
2543,2019-06-10
2543,2019-07-10
2543,2019-08-12
2543,2019-09-10
2543,2019-10-09
2543,2019-11-11
2543,2019-12-10
2543,2020-01-10
2543,2020-02-10
2543,2020-03-10
2543,2020-04-10
2542,2019-01-09
2542,2019-02-15
2542,2019-03-08
2542,2019-04-10
2542,2019-05-09
2542,2019-06-10
2542,2019-07-10
2542,2019-08-08
2542,2019-09-10
2542,2019-10-09
2542,2019-11-08
2542,2019-12-10
2542,2020-01-10
2542,2020-02-10
2542,2020-03-10
2542,2020-04-09
2540,2019-01-10
2540,2019-02-14
2540,2019-03-08
2540,2019-04-10
2540,2019-05-10
2540,2019-06-10
2540,2019-07-09
2540,2019-08-12
2540,2019-09-10
2540,2019-10-14
2540,2019-11-11
2540,2019-12-10
2540,2020-01-09
2540,2020-02-10
2540,2020-03-10
2540,2020-04-10
2539,2019-01-10
2539,2019-02-13
2539,2019-03-08
2539,2019-04-10
2539,2019-05-10
2539,2019-06-10
2539,2019-07-10
2539,2019-08-07
2539,2019-09-10
2539,2019-10-08
2539,2019-11-07
2539,2019-12-10
2539,2020-01-10
2539,2020-02-10
2539,2020-03-10
2539,2020-04-10
2538,2019-01-09
2538,2019-02-13
2538,2019-03-07
2538,2019-04-09
2538,2019-05-09
2538,2019-06-06
2538,2019-07-09
2538,2019-08-08
2538,2019-09-09
2538,2019-10-09
2538,2019-11-08
2538,2019-12-09
2538,2020-01-10
2538,2020-02-07
2538,2020-03-09
2538,2020-04-09
2537,2019-01-09
2537,2019-02-13
2537,2019-03-06
2537,2019-04-10
2537,2019-05-08
2537,2019-06-10
2537,2019-07-10
2537,2019-08-07
2537,2019-09-05
2537,2019-10-04
2537,2019-11-07
2537,2019-12-04
2537,2020-01-09
2537,2020-02-07
2537,2020-03-05
2537,2020-04-06
2536,2019-01-08
2536,2019-02-13
2536,2019-03-07
2536,2019-04-08
2536,2019-05-07
2536,2019-06-06
2536,2019-07-04
2536,2019-08-05
2536,2019-09-04
2536,2019-10-07
2536,2019-11-08
2536,2019-12-05
2536,2020-01-08
2536,2020-02-07
2536,2020-03-06
2536,2020-04-07
2535,2019-01-10
2535,2019-02-14
2535,2019-03-08
2535,2019-04-09
2535,2019-05-09
2535,2019-06-10
2535,2019-07-08
2535,2019-08-08
2535,2019-09-09
2535,2019-10-09
2535,2019-11-08
2535,2019-12-10
2535,2020-01-10
2535,2020-02-10
2535,2020-03-10
2535,2020-04-09
2534,2019-01-10
2534,2019-02-15
2534,2019-03-08
2534,2019-04-10
2534,2019-05-10
2534,2019-06-10
2534,2019-07-10
2534,2019-08-12
2534,2019-09-10
2534,2019-10-09
2534,2019-11-08
2534,2019-12-10
2534,2020-01-10
2534,2020-02-10
2534,2020-03-10
2534,2020-04-10
2530,2019-01-07
2530,2019-02-12
2530,2019-03-06
2530,2019-04-03
2530,2019-05-06
2530,2019-06-06
2530,2019-07-04
2530,2019-08-06
2530,2019-09-05
2530,2019-10-04
2530,2019-11-06
2530,2019-12-05
2530,2020-01-07
2530,2020-02-05
2530,2020-03-04
2530,2020-04-08
2528,2019-01-09
2528,2019-02-15
2528,2019-03-08
2528,2019-04-09
2528,2019-05-09
2528,2019-06-10
2528,2019-07-10
2528,2019-08-08
2528,2019-09-09
2528,2019-10-08
2528,2019-11-07
2528,2019-12-09
2528,2020-01-06
2528,2020-02-10
2528,2020-03-09
2528,2020-04-09
2527,2019-01-10
2527,2019-02-15
2527,2019-03-08
2527,2019-04-09
2527,2019-05-09
2527,2019-06-06
2527,2019-07-09
2527,2019-08-08
2527,2019-09-09
2527,2019-10-10
2527,2019-11-08
2527,2019-12-09
2527,2020-01-09
2527,2020-02-10
2527,2020-03-09
2527,2020-04-09
2524,2019-01-09
2524,2019-02-15
2524,2019-03-08
2524,2019-04-09
2524,2019-05-09
2524,2019-06-10
2524,2019-07-10
2524,2019-08-09
2524,2019-09-09
2524,2019-10-09
2524,2019-11-08
2524,2019-12-10
2524,2020-01-10
2524,2020-02-11
2524,2020-03-10
2524,2020-04-09
2520,2019-01-10
2520,2019-02-15
2520,2019-03-08
2520,2019-04-10
2520,2019-05-10
2520,2019-06-06
2520,2019-07-10
2520,2019-08-08
2520,2019-09-10
2520,2019-10-09
2520,2019-11-08
2520,2019-12-10
2520,2020-01-10
2520,2020-02-10
2520,2020-03-10
2520,2020-04-10
2516,2019-01-10
2516,2019-02-15
2516,2019-03-08
2516,2019-04-10
2516,2019-05-10
2516,2019-06-10
2516,2019-07-10
2516,2019-08-08
2516,2019-09-10
2516,2019-10-09
2516,2019-11-08
2516,2019-12-10
2516,2020-01-10
2516,2020-02-10
2516,2020-03-10
2516,2020-04-10
2515,2019-01-10
2515,2019-02-14
2515,2019-03-10
2515,2019-04-10
2515,2019-05-10
2515,2019-06-10
2515,2019-07-10
2515,2019-08-09
2515,2019-09-10
2515,2019-10-09
2515,2019-11-09
2515,2019-12-10
2515,2020-01-10
2515,2020-02-11
2515,2020-03-10
2515,2020-04-10
2514,2019-01-10
2514,2019-02-13
2514,2019-03-08
2514,2019-04-10
2514,2019-05-10
2514,2019-06-10
2514,2019-07-10
2514,2019-08-12
2514,2019-09-10
2514,2019-10-09
2514,2019-11-08
2514,2019-12-10
2514,2020-01-10
2514,2020-02-10
2514,2020-03-09
2514,2020-04-09
2511,2019-01-04
2511,2019-02-12
2511,2019-03-06
2511,2019-04-03
2511,2019-05-06
2511,2019-06-05
2511,2019-07-03
2511,2019-08-02
2511,2019-09-04
2511,2019-10-03
2511,2019-11-05
2511,2019-12-04
2511,2020-01-06
2511,2020-02-05
2511,2020-03-04
2511,2020-04-07
2509,2019-01-09
2509,2019-02-14
2509,2019-03-08
2509,2019-04-08
2509,2019-05-08
2509,2019-06-10
2509,2019-07-05
2509,2019-08-07
2509,2019-09-09
2509,2019-10-08
2509,2019-11-08
2509,2019-12-09
2509,2020-01-09
2509,2020-02-07
2509,2020-03-09
2509,2020-04-07
2506,2019-01-09
2506,2019-02-15
2506,2019-03-08
2506,2019-04-10
2506,2019-05-10
2506,2019-06-10
2506,2019-07-09
2506,2019-08-12
2506,2019-09-10
2506,2019-10-08
2506,2019-11-07
2506,2019-12-10
2506,2020-01-09
2506,2020-02-07
2506,2020-03-09
2506,2020-04-09
2505,2019-01-09
2505,2019-02-13
2505,2019-03-07
2505,2019-04-10
2505,2019-05-09
2505,2019-06-06
2505,2019-07-10
2505,2019-08-12
2505,2019-09-09
2505,2019-10-07
2505,2019-11-08
2505,2019-12-09
2505,2020-01-09
2505,2020-02-07
2505,2020-03-10
2505,2020-04-09
2504,2019-01-09
2504,2019-02-15
2504,2019-03-08
2504,2019-04-09
2504,2019-05-08
2504,2019-06-06
2504,2019-07-08
2504,2019-08-07
2504,2019-09-09
2504,2019-10-07
2504,2019-11-08
2504,2019-12-06
2504,2020-01-09
2504,2020-02-10
2504,2020-03-09
2504,2020-04-09
2501,2019-01-10
2501,2019-02-15
2501,2019-03-08
2501,2019-04-10
2501,2019-05-10
2501,2019-06-10
2501,2019-07-10
2501,2019-08-08
2501,2019-09-10
2501,2019-10-09
2501,2019-11-08
2501,2019-12-10
2501,2020-01-10
2501,2020-02-10
2501,2020-03-10
2501,2020-04-10
2499,2019-01-09
2499,2019-02-14
2499,2019-03-08
2499,2019-04-10
2499,2019-05-09
2499,2019-06-06
2499,2019-07-10
2499,2019-08-08
2499,2019-09-10
2499,2019-10-09
2499,2019-11-08
2499,2019-12-10
2499,2020-01-10
2499,2020-02-10
2499,2020-03-10
2499,2020-04-10
2498,2019-01-04
2498,2019-02-14
2498,2019-03-06
2498,2019-04-03
2498,2019-05-06
2498,2019-06-06
2498,2019-07-05
2498,2019-08-06
2498,2019-09-06
2498,2019-10-04
2498,2019-11-06
2498,2019-12-06
2498,2020-01-06
2498,2020-02-06
2498,2020-03-06
2498,2020-04-06
2497,2019-01-04
2497,2019-02-13
2497,2019-03-06
2497,2019-04-03
2497,2019-05-06
2497,2019-06-05
2497,2019-07-05
2497,2019-08-06
2497,2019-09-06
2497,2019-10-05
2497,2019-11-06
2497,2019-12-06
2497,2020-01-06
2497,2020-02-12
2497,2020-03-06
2497,2020-04-06
2496,2019-01-07
2496,2019-02-13
2496,2019-03-08
2496,2019-04-09
2496,2019-05-09
2496,2019-06-10
2496,2019-07-05
2496,2019-08-12
2496,2019-09-10
2496,2019-10-09
2496,2019-11-08
2496,2019-12-10
2496,2020-01-10
2496,2020-02-10
2496,2020-03-10
2496,2020-04-10
2495,2019-01-10
2495,2019-02-15
2495,2019-03-08
2495,2019-04-10
2495,2019-05-10
2495,2019-06-10
2495,2019-07-10
2495,2019-08-12
2495,2019-09-10
2495,2019-10-09
2495,2019-11-07
2495,2019-12-09
2495,2020-01-10
2495,2020-02-10
2495,2020-03-10
2495,2020-04-10
2493,2019-01-10
2493,2019-02-15
2493,2019-03-08
2493,2019-04-10
2493,2019-05-08
2493,2019-06-10
2493,2019-07-10
2493,2019-08-12
2493,2019-09-10
2493,2019-10-09
2493,2019-11-08
2493,2019-12-10
2493,2020-01-10
2493,2020-02-12
2493,2020-03-10
2493,2020-04-09
2492,2019-01-08
2492,2019-02-12
2492,2019-03-06
2492,2019-04-09
2492,2019-05-08
2492,2019-06-06
2492,2019-07-08
2492,2019-08-07
2492,2019-09-06
2492,2019-10-07
2492,2019-11-07
2492,2019-12-06
2492,2020-01-07
2492,2020-02-07
2492,2020-03-09
2492,2020-04-07
2491,2019-01-10
2491,2019-02-15
2491,2019-03-11
2491,2019-04-10
2491,2019-05-10
2491,2019-06-10
2491,2019-07-10
2491,2019-08-12
2491,2019-09-09
2491,2019-10-09
2491,2019-11-08
2491,2019-12-10
2491,2020-01-09
2491,2020-02-10
2491,2020-03-10
2491,2020-04-10
2489,2019-01-10
2489,2019-02-15
2489,2019-03-08
2489,2019-04-10
2489,2019-05-10
2489,2019-06-10
2489,2019-07-10
2489,2019-08-08
2489,2019-09-10
2489,2019-10-09
2489,2019-11-08
2489,2019-12-10
2489,2020-01-10
2489,2020-02-10
2489,2020-03-10
2489,2020-04-08
2488,2019-01-08
2488,2019-02-13
2488,2019-03-08
2488,2019-04-10
2488,2019-05-07
2488,2019-06-06
2488,2019-07-10
2488,2019-08-08
2488,2019-09-10
2488,2019-10-09
2488,2019-11-08
2488,2019-12-10
2488,2020-01-10
2488,2020-02-14
2488,2020-03-10
2488,2020-04-10
2486,2019-01-04
2486,2019-02-11
2486,2019-03-05
2486,2019-04-03
2486,2019-05-03
2486,2019-06-05
2486,2019-07-05
2486,2019-08-05
2486,2019-09-05
2486,2019-10-04
2486,2019-11-05
2486,2019-12-05
2486,2020-01-03
2486,2020-02-05
2486,2020-03-05
2486,2020-04-06
2485,2019-01-09
2485,2019-02-14
2485,2019-03-07
2485,2019-04-09
2485,2019-05-09
2485,2019-06-06
2485,2019-07-09
2485,2019-08-08
2485,2019-09-09
2485,2019-10-09
2485,2019-11-08
2485,2019-12-09
2485,2020-01-09
2485,2020-02-07
2485,2020-03-09
2485,2020-04-09
2484,2019-01-08
2484,2019-02-13
2484,2019-03-08
2484,2019-04-08
2484,2019-05-08
2484,2019-06-06
2484,2019-07-08
2484,2019-08-08
2484,2019-09-06
2484,2019-10-08
2484,2019-11-08
2484,2019-12-06
2484,2020-01-08
2484,2020-02-10
2484,2020-03-09
2484,2020-04-08
2483,2019-01-08
2483,2019-02-13
2483,2019-03-08
2483,2019-04-09
2483,2019-05-07
2483,2019-06-06
2483,2019-07-08
2483,2019-08-07
2483,2019-09-06
2483,2019-10-05
2483,2019-11-06
2483,2019-12-06
2483,2020-01-08
2483,2020-02-10
2483,2020-03-06
2483,2020-04-06
2482,2019-01-09
2482,2019-02-13
2482,2019-03-08
2482,2019-04-08
2482,2019-05-08
2482,2019-06-10
2482,2019-07-08
2482,2019-08-07
2482,2019-09-06
2482,2019-10-05
2482,2019-11-08
2482,2019-12-05
2482,2020-01-08
2482,2020-02-07
2482,2020-03-06
2482,2020-04-08
2481,2019-01-10
2481,2019-02-15
2481,2019-03-08
2481,2019-04-10
2481,2019-05-10
2481,2019-06-10
2481,2019-07-10
2481,2019-08-09
2481,2019-09-10
2481,2019-10-09
2481,2019-11-08
2481,2019-12-10
2481,2020-01-10
2481,2020-02-10
2481,2020-03-10
2481,2020-04-10
2480,2019-01-10
2480,2019-02-12
2480,2019-03-11
2480,2019-04-10
2480,2019-05-10
2480,2019-06-10
2480,2019-07-10
2480,2019-08-12
2480,2019-09-10
2480,2019-10-09
2480,2019-11-11
2480,2019-12-10
2480,2020-01-10
2480,2020-02-11
2480,2020-03-10
2480,2020-04-10
2478,2019-01-09
2478,2019-02-14
2478,2019-03-08
2478,2019-04-09
2478,2019-05-08
2478,2019-06-10
2478,2019-07-10
2478,2019-08-08
2478,2019-09-10
2478,2019-10-09
2478,2019-11-08
2478,2019-12-10
2478,2020-01-10
2478,2020-02-10
2478,2020-03-10
2478,2020-04-09
2477,2019-01-09
2477,2019-02-11
2477,2019-03-08
2477,2019-04-10
2477,2019-05-09
2477,2019-06-10
2477,2019-07-09
2477,2019-08-07
2477,2019-09-09
2477,2019-10-09
2477,2019-11-08
2477,2019-12-10
2477,2020-01-07
2477,2020-02-14
2477,2020-03-10
2477,2020-04-09
2476,2019-01-07
2476,2019-02-13
2476,2019-03-07
2476,2019-04-08
2476,2019-05-07
2476,2019-06-06
2476,2019-07-08
2476,2019-08-07
2476,2019-09-06
2476,2019-10-07
2476,2019-11-07
2476,2019-12-06
2476,2020-01-07
2476,2020-02-15
2476,2020-03-09
2476,2020-04-08
2474,2019-01-07
2474,2019-02-12
2474,2019-03-05
2474,2019-04-10
2474,2019-05-10
2474,2019-06-10
2474,2019-07-10
2474,2019-08-09
2474,2019-09-10
2474,2019-10-14
2474,2019-11-09
2474,2019-12-10
2474,2020-01-10
2474,2020-02-14
2474,2020-03-10
2474,2020-04-10
2472,2019-01-07
2472,2019-02-14
2472,2019-03-07
2472,2019-04-09
2472,2019-05-07
2472,2019-06-10
2472,2019-07-08
2472,2019-08-07
2472,2019-09-06
2472,2019-10-09
2472,2019-11-07
2472,2019-12-06
2472,2020-01-08
2472,2020-02-11
2472,2020-03-06
2472,2020-04-08
2471,2019-01-10
2471,2019-02-15
2471,2019-03-08
2471,2019-04-10
2471,2019-05-10
2471,2019-06-10
2471,2019-07-10
2471,2019-08-10
2471,2019-09-10
2471,2019-10-09
2471,2019-11-08
2471,2019-12-10
2471,2020-01-10
2471,2020-02-10
2471,2020-03-10
2471,2020-04-10
2468,2019-01-10
2468,2019-02-15
2468,2019-03-08
2468,2019-04-10
2468,2019-05-08
2468,2019-06-06
2468,2019-07-09
2468,2019-08-07
2468,2019-09-10
2468,2019-10-14
2468,2019-11-08
2468,2019-12-06
2468,2020-01-09
2468,2020-02-10
2468,2020-03-10
2468,2020-04-10
2467,2019-01-07
2467,2019-02-11
2467,2019-03-07
2467,2019-04-08
2467,2019-05-07
2467,2019-06-10
2467,2019-07-08
2467,2019-08-07
2467,2019-09-06
2467,2019-10-07
2467,2019-11-07
2467,2019-12-06
2467,2020-01-07
2467,2020-02-11
2467,2020-03-06
2467,2020-04-08
2466,2019-01-10
2466,2019-02-15
2466,2019-03-08
2466,2019-04-10
2466,2019-05-10
2466,2019-06-10
2466,2019-07-10
2466,2019-08-12
2466,2019-09-09
2466,2019-10-14
2466,2019-11-11
2466,2019-12-10
2466,2020-01-10
2466,2020-02-15
2466,2020-03-10
2466,2020-04-10
2465,2019-01-08
2465,2019-02-14
2465,2019-03-08
2465,2019-04-08
2465,2019-05-08
2465,2019-06-10
2465,2019-07-08
2465,2019-08-08
2465,2019-09-09
2465,2019-10-08
2465,2019-11-08
2465,2019-12-09
2465,2020-01-08
2465,2020-02-12
2465,2020-03-09
2465,2020-04-08
2464,2019-01-10
2464,2019-02-15
2464,2019-03-08
2464,2019-04-10
2464,2019-05-09
2464,2019-06-10
2464,2019-07-09
2464,2019-08-12
2464,2019-09-09
2464,2019-10-09
2464,2019-11-08
2464,2019-12-10
2464,2020-01-10
2464,2020-02-10
2464,2020-03-10
2464,2020-04-10
2462,2019-01-10
2462,2019-02-15
2462,2019-03-11
2462,2019-04-10
2462,2019-05-10
2462,2019-06-10
2462,2019-07-10
2462,2019-08-12
2462,2019-09-10
2462,2019-10-14
2462,2019-11-08
2462,2019-12-10
2462,2020-01-10
2462,2020-02-13
2462,2020-03-10
2462,2020-04-09
2461,2019-01-10
2461,2019-02-15
2461,2019-03-11
2461,2019-04-10
2461,2019-05-10
2461,2019-06-10
2461,2019-07-10
2461,2019-08-12
2461,2019-09-10
2461,2019-10-09
2461,2019-11-11
2461,2019-12-10
2461,2020-01-10
2461,2020-02-10
2461,2020-03-10
2461,2020-04-10
2460,2019-01-10
2460,2019-02-15
2460,2019-03-08
2460,2019-04-10
2460,2019-05-09
2460,2019-06-10
2460,2019-07-09
2460,2019-08-08
2460,2019-09-09
2460,2019-10-09
2460,2019-11-08
2460,2019-12-09
2460,2020-01-09
2460,2020-02-15
2460,2020-03-10
2460,2020-04-10
2459,2019-01-10
2459,2019-02-15
2459,2019-03-08
2459,2019-04-10
2459,2019-05-10
2459,2019-06-10
2459,2019-07-10
2459,2019-08-12
2459,2019-09-10
2459,2019-10-09
2459,2019-11-08
2459,2019-12-10
2459,2020-01-10
